City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
475,Souillac,MU,-20.5167,57.5167,70.36,94,75,5.75,light rain
476,Denpasar,ID,-8.65,115.2167,82.06,89,20,11.5,few clouds
477,Alta Floresta,BR,-9.8756,-56.0861,83.39,50,78,3.76,broken clouds
478,Santa Cruz,BO,-17.8,-63.1667,73.45,83,75,17.27,broken clouds
479,Vestmannaeyjar,IS,63.4427,-20.2734,50.2,82,0,13.22,clear sky
480,Nemuro,JP,43.3236,145.575,55.72,93,4,2.59,clear sky
481,Tamasopo,MX,21.9333,-99.4833,65.16,94,83,0.65,broken clouds
482,Miles City,US,46.4083,-105.8406,61.52,71,90,5.75,overcast clouds
483,Namibe,AO,-15.1961,12.1522,80.17,50,22,11.36,few clouds
484,Aguimes,ES,27.9054,-15.4461,70.43,60,20,25.32,few clouds
485,Bowmore,US,34.9421,-79.3031,74.89,96,90,1.01,mist
486,Talavera,PH,15.6167,120.9333,80.6,89,75,4.61,broken clouds
487,Marzuq,YE,14.4,46.4667,95.68,17,14,6.85,few clouds
488,Buraydah,SA,26.326,43.975,111.65,5,0,1.19,clear sky
489,Alugan,PH,12.2188,125.4808,81.46,77,100,1.36,overcast clouds
490,Abnub,EG,27.2696,31.1511,100.22,14,0,17.07,clear sky
491,Caohai,CN,26.8661,104.2841,66.0,85,100,5.97,very heavy rain
492,Boca Do Acre,BR,-8.7522,-67.3978,80.22,65,6,1.25,clear sky
493,Orsk,RU,51.2049,58.5668,83.3,36,75,13.42,light rain
494,Port Lincoln,AU,-34.7333,135.8667,55.81,81,99,10.31,overcast clouds
495,Tapah,MY,4.2004,101.2598,86.0,74,20,1.14,few clouds
496,Cayenne,GF,4.9333,-52.3333,82.44,83,40,4.61,scattered clouds
497,Sioux Lookout,CA,50.1001,-91.917,60.87,94,90,0.0,overcast clouds
498,Lubango,AO,-14.9172,13.4925,77.43,17,88,0.36,overcast clouds
499,Am Timan,TD,11.0297,20.2827,102.99,22,5,3.0,clear sky
500,Vanimo,PG,-2.6741,141.3028,78.46,85,100,5.86,overcast clouds
501,Bara,NG,10.3744,10.7288,94.05,40,70,4.16,broken clouds
502,Saint-Felicien,CA,48.6501,-72.4491,66.88,88,90,9.22,overcast clouds
503,Pedasi,PA,7.5333,-80.0333,71.44,79,84,4.72,broken clouds
504,Namatanai,PG,-3.6667,152.4333,79.79,80,82,6.26,broken clouds
505,Belfast,GB,54.5833,-5.9333,60.62,59,75,13.8,broken clouds
506,Tonj,SS,7.2737,28.6822,98.46,28,63,4.92,broken clouds
507,Birin,NP,26.8865,88.0718,66.79,93,81,2.35,broken clouds
508,Puerto Del Rosario,ES,28.5004,-13.8627,73.4,64,20,12.66,few clouds
509,Barao De Melgaco,BR,-16.1944,-55.9675,77.52,26,70,6.24,broken clouds
510,Statesboro,US,32.4488,-81.7832,74.52,94,90,3.44,mist
511,Olafsvik,IS,64.8945,-23.7142,50.45,76,0,15.48,clear sky
512,Havre-Saint-Pierre,CA,50.2334,-63.5986,60.8,88,90,4.61,overcast clouds
513,Tuatapere,NZ,-46.1333,167.6833,45.82,93,100,4.0,overcast clouds
514,Ixtapa,MX,20.7,-105.2,72.23,94,75,5.75,broken clouds
515,Ternate,ID,0.8,127.4,81.79,74,100,1.97,overcast clouds
516,Bani Walid,LY,31.7566,13.9942,108.82,7,3,7.74,clear sky
517,Loandjili,CG,-4.7561,11.8578,80.6,74,75,11.5,broken clouds
518,Flin Flon,CA,54.7682,-101.865,60.64,82,1,8.05,clear sky
519,Najran,SA,17.4924,44.1277,101.05,5,100,22.93,overcast clouds
520,Richards Bay,ZA,-28.783,32.0377,72.93,46,0,11.16,clear sky
521,Marshalltown,US,42.0494,-92.908,72.28,94,75,5.75,broken clouds
522,Camana,PE,-16.6228,-72.7111,61.59,82,54,7.81,broken clouds
523,Rusape,ZW,-18.5278,32.1284,74.7,21,0,7.02,clear sky
524,Conceicao Do Coite,BR,-11.5639,-39.2828,74.41,56,3,7.29,clear sky
525,Susaki,JP,33.3667,133.2833,69.8,94,75,8.05,broken clouds
526,Alingsas,SE,57.9303,12.5335,79.75,52,63,10.0,broken clouds
527,Yulara,AU,-25.2406,130.9889,46.24,66,0,6.91,clear sky
528,Sechura,PE,-5.5569,-80.8222,65.59,80,5,11.32,clear sky
529,Inta,RU,66.0317,60.1659,58.06,84,100,6.08,overcast clouds
530,Salalah,OM,17.0151,54.0924,84.2,79,75,16.11,broken clouds
531,Kinsale,IE,51.7075,-8.5306,59.0,67,75,17.27,broken clouds
532,Zhangye,CN,38.9342,100.4517,81.41,32,5,4.61,clear sky
533,Golden,US,39.7555,-105.2211,60.66,92,90,1.01,overcast clouds
534,Paracuru,BR,-3.41,-39.0306,83.1,59,0,9.13,clear sky
535,Jacareacanga,BR,-6.2222,-57.7528,83.03,59,20,3.87,few clouds
536,Sinnamary,GF,5.3833,-52.95,79.79,81,31,9.86,scattered clouds
537,Acajutla,SV,13.5928,-89.8275,74.8,80,100,6.62,overcast clouds
538,Kavaratti,IN,10.5669,72.642,83.32,70,16,16.26,few clouds
539,Ostrovnoy,RU,68.0531,39.5131,44.65,94,100,8.05,overcast clouds
540,Rovaniemi,FI,66.5,25.7167,67.41,42,0,2.3,clear sky
541,Namwala,ZM,-15.7504,26.4384,82.13,20,4,3.11,clear sky
542,Marandahalli,IN,12.4,78.0,86.27,46,100,14.56,overcast clouds
543,Abashiri,JP,44.0213,144.2697,62.6,77,0,2.3,clear sky
544,Cruzeiro Do Sul,BR,-29.5128,-51.9853,64.51,98,100,2.19,light rain
545,Powell River,CA,49.8496,-124.5361,70.0,76,0,2.26,clear sky
546,Faratsiho,MG,-19.4,46.95,61.39,42,25,5.23,scattered clouds
547,Bandarbeyla,SO,9.4942,50.8122,82.71,61,56,32.14,broken clouds
548,Riverton,US,40.5219,-111.9391,66.99,59,1,9.22,clear sky
549,Kushiro,JP,42.975,144.3747,59.11,90,9,5.12,clear sky
550,Asilah,MA,35.465,-6.0348,75.2,69,20,10.36,few clouds
551,Dobele,LV,56.625,23.2786,72.95,53,100,8.79,overcast clouds
552,Kropotkin,RU,45.4375,40.5756,80.26,72,100,11.3,overcast clouds
553,Mandalgovi,MN,45.7625,106.2708,78.4,22,89,2.1,overcast clouds
554,Duekoue,CI,6.7472,-7.3496,88.27,50,96,3.11,overcast clouds
555,Turkmenabat,TM,39.0733,63.5786,96.78,11,0,16.11,clear sky
556,Nijar,ES,36.9665,-2.206,73.65,60,0,9.22,clear sky
557,Wasilla,US,61.5814,-149.4394,51.8,87,90,1.05,light rain
558,Margate,GB,51.3813,1.3862,71.85,71,48,4.0,scattered clouds
559,Saint-Augustin,CA,51.226,-58.6502,56.17,91,100,12.53,overcast clouds
560,Sanok,PL,49.5557,22.2056,79.43,100,84,7.29,broken clouds
561,Nhulunbuy,AU,-12.2333,136.7667,75.2,78,90,12.66,overcast clouds
562,Lujan,AR,-34.5703,-59.105,53.98,91,100,13.11,light rain
563,Cape Coast,GH,5.1053,-1.2466,81.66,75,100,11.21,light rain
564,Venezuela,VE,8.0,-66.0,80.82,75,20,14.05,few clouds
565,Port Orange,US,29.1383,-80.9956,80.98,74,75,4.61,broken clouds
566,Tilichiki,RU,60.4667,166.1,48.76,86,94,2.04,overcast clouds
567,Shingu,JP,33.7333,135.9833,73.9,91,100,3.31,overcast clouds
568,Hata,IN,26.7461,83.7403,84.87,75,81,3.94,light rain
569,Beyneu,KZ,45.3167,55.2,102.51,16,0,13.58,clear sky
570,La Campana,ES,37.5689,-5.4267,89.65,20,5,9.15,clear sky
571,Maiduguri,NG,11.8464,13.1603,102.63,21,23,3.76,few clouds
572,Asau,RO,46.4333,26.4,79.0,64,12,3.18,few clouds
573,Dumraon,IN,25.55,84.15,86.18,73,97,5.57,light rain
574,Teguise,ES,29.0605,-13.564,66.42,83,20,19.57,few clouds
575,Lensk,RU,60.7253,114.9278,73.09,54,83,1.59,broken clouds
576,Kargasok,RU,59.0556,80.8572,65.26,49,77,12.73,broken clouds
577,Athabasca,CA,54.7169,-113.2854,62.29,79,4,5.1,clear sky
578,Keti Bandar,PK,24.1447,67.4497,85.37,70,15,21.7,few clouds
579,Goundam,ML,16.4145,-3.6708,102.33,21,1,2.28,clear sky
580,Benguela,AO,-12.5763,13.4055,80.73,60,48,10.58,scattered clouds
581,Omboue,GA,-1.5746,9.2618,77.16,78,100,9.35,overcast clouds
582,Los Llanos De Aridane,ES,28.6585,-17.9182,73.4,60,75,9.22,broken clouds
583,Guerrero Negro,MX,27.9769,-114.0611,63.09,90,89,11.9,overcast clouds
584,Sterling,US,39.0062,-77.4286,73.0,94,90,6.91,overcast clouds
585,Ornskoldsvik,SE,63.2909,18.7153,67.82,63,90,3.44,overcast clouds
586,Abalak,RU,58.1286,68.5944,73.54,49,93,4.5,overcast clouds
587,Road Town,VG,18.4167,-64.6167,80.64,89,75,11.5,broken clouds
588,Acarau,BR,-2.8856,-40.12,83.14,63,0,8.9,clear sky
589,Clyde River,CA,70.4692,-68.5914,35.83,93,90,16.11,light rain
590,Vao,NC,-22.6667,167.4833,72.34,71,62,19.69,broken clouds
591,Colombia,CU,20.9881,-77.4297,77.72,85,0,10.25,clear sky
592,Bo Phloi,TH,14.3236,99.5161,82.44,73,98,5.57,overcast clouds
593,Cerrito,CO,6.8432,-72.694,47.59,83,100,1.14,overcast clouds
594,Gijon,ES,43.5357,-5.6615,64.99,81,100,1.01,overcast clouds
595,Dospat,BG,41.65,24.1667,82.72,30,25,7.81,scattered clouds
596,Nuuk,GL,64.1835,-51.7216,43.41,93,75,13.8,fog
597,Winsum,NL,53.33,6.5208,73.4,56,75,3.44,broken clouds
598,Saint-Denis,FR,48.9167,2.3333,70.0,68,75,4.61,light rain
599,Wanning,CN,18.8003,110.3967,83.26,86,99,11.45,overcast clouds
600,Fukue,JP,32.6881,128.8419,74.43,83,100,12.68,overcast clouds
601,Chicama,PE,-7.8447,-79.1469,63.14,82,56,4.05,broken clouds
602,Kuybysheve,UA,47.358,36.6491,83.05,57,67,16.22,broken clouds
603,Kieta,PG,-6.2167,155.6333,78.64,86,55,3.78,broken clouds
604,Lubao,PH,14.9167,120.55,87.15,83,100,4.76,overcast clouds
605,Manakara,MG,-22.1333,48.0167,72.39,75,0,8.19,clear sky
606,La Palma,US,33.8464,-118.0467,71.94,83,1,1.01,clear sky
607,Maceio,BR,-9.6658,-35.7353,78.24,65,0,5.75,clear sky
608,Motzorongo,MX,18.6333,-96.7333,69.58,86,100,2.39,overcast clouds
609,Maragogi,BR,-9.0122,-35.2225,78.67,61,36,11.03,scattered clouds
610,Mogadishu,SO,2.0371,45.3438,79.63,76,49,20.07,scattered clouds
611,Oxford,GB,51.7522,-1.256,73.4,64,40,1.99,scattered clouds
612,Rumford,US,44.5537,-70.5509,68.02,83,100,3.0,overcast clouds
613,Troitskoye,RU,52.9821,84.6757,59.58,79,96,5.59,light rain
614,Abasolo,MX,20.45,-101.5167,59.74,87,80,2.91,broken clouds
615,Luganville,VU,-15.5333,167.1667,75.45,83,41,11.45,scattered clouds
616,Porto Belo,BR,-27.1578,-48.5531,69.69,80,60,5.26,broken clouds
617,Xining,CN,36.6167,101.7667,63.39,74,66,1.97,broken clouds
618,Mangai,CD,-4.05,19.5333,99.79,20,36,3.31,scattered clouds
619,Roma,US,43.2128,-75.4557,74.43,74,1,9.22,clear sky
620,Saint-Raymond,CA,45.467,-73.6095,65.91,88,90,3.44,moderate rain
621,Constitucion,CL,-35.3333,-72.4167,43.95,73,0,8.41,clear sky
622,Bubaque,GW,11.2833,-15.8333,81.32,78,98,7.43,light rain
623,Damghan,IR,36.1683,54.348,92.95,10,0,11.41,clear sky
624,Lenger,KZ,42.183,69.8839,87.24,15,6,10.58,clear sky
625,Saint-Ambroise,CA,48.5501,-71.3324,63.14,99,100,7.45,moderate rain
626,Lucapa,AO,-8.4192,20.7447,89.28,18,5,5.35,clear sky
627,Maxixe,MZ,-23.8597,35.3472,82.22,57,0,11.5,clear sky
628,Hamilton,US,39.1834,-84.5333,76.41,84,40,1.99,scattered clouds
629,North Myrtle Beach,US,33.816,-78.68,78.03,97,90,6.91,fog
630,Shasta Lake,US,40.6804,-122.3708,74.8,56,0,5.03,clear sky
631,Tsagan Aman,RU,47.5639,46.7218,101.82,17,100,7.47,overcast clouds
632,Cloquet,US,46.7216,-92.4594,63.28,80,1,3.44,clear sky
633,Winneba,GH,5.3511,-0.6231,84.67,74,100,11.56,light rain
634,Humaita,BR,-7.5061,-63.0208,80.8,66,94,2.28,overcast clouds
635,Boo,SE,59.3333,18.2833,70.03,66,75,10.36,broken clouds
636,Vostok,RU,46.4856,135.8833,61.48,81,2,4.74,clear sky
637,Beeville,US,28.4008,-97.7483,81.95,100,90,4.61,overcast clouds
638,Minas Novas,BR,-17.2186,-42.5903,74.08,41,2,5.66,clear sky
639,Camacha,PT,33.0833,-16.3333,68.76,56,75,11.5,broken clouds
640,Tateyama,JP,34.9833,139.8667,76.01,85,100,3.15,moderate rain
641,Rocha,UY,-34.4833,-54.3333,52.74,79,100,5.26,overcast clouds
642,Antalya,TR,36.7741,30.7178,100.99,22,0,14.97,clear sky
643,Kijabe,KE,-0.933,36.5758,69.4,69,100,1.01,light rain
644,Klyuchi,RU,52.2667,79.1667,65.08,53,100,3.36,overcast clouds
645,Pailon,BO,-17.65,-62.75,74.88,48,80,15.7,broken clouds
646,Tunceli,TR,39.1083,39.5471,92.26,22,3,5.28,clear sky
647,Karratha,AU,-20.7377,116.8463,66.51,41,19,6.49,few clouds
648,Jinchang,CN,38.4953,102.1739,76.23,42,18,6.26,few clouds
649,Krutikha,RU,53.9599,81.2093,63.03,66,100,5.77,overcast clouds
650,Punta,PH,8.9897,125.34,78.28,87,38,4.05,scattered clouds
651,Makeni,SL,8.8833,-12.05,86.97,59,100,3.71,overcast clouds
652,Vasai,IN,19.47,72.8,87.8,70,40,13.8,haze
653,Timra,SE,62.487,17.3257,67.71,60,20,11.5,few clouds
654,Kokopo,PG,-4.352,152.2633,76.6,87,95,4.56,overcast clouds
655,Bud,US,39.447,-86.1758,75.97,84,100,13.78,overcast clouds
656,Malmyzh,RU,56.5205,50.6818,85.86,54,8,8.86,clear sky
657,Bria,CF,6.5423,21.9863,91.15,42,11,4.34,few clouds
658,Kaya,BF,13.0917,-1.0844,95.68,30,9,0.43,clear sky
659,Dzaoudzi,YT,-12.7887,45.2699,82.29,61,0,8.05,clear sky
660,Tobermory,CA,45.2501,-81.6665,64.31,100,100,7.7,overcast clouds
661,Tocopilla,CL,-22.092,-70.1979,62.49,62,58,6.46,broken clouds
662,Kalmunai,LK,7.4167,81.8167,84.4,70,100,5.61,overcast clouds
663,Ust-Maya,RU,60.4167,134.5333,62.74,60,100,2.62,overcast clouds
664,College,US,64.8569,-147.8028,62.26,69,75,3.44,broken clouds
665,Te Anau,NZ,-45.4167,167.7167,47.77,93,100,2.24,overcast clouds
666,San Carlos De Bariloche,AR,-41.1456,-71.3082,32.45,58,0,3.44,clear sky
667,Mana,GF,5.6592,-53.7767,79.39,84,10,8.7,clear sky
668,Dinar,TR,38.065,30.1656,89.38,29,0,16.58,clear sky
669,Caluquembe,AO,-13.7833,14.6833,79.92,16,86,3.65,overcast clouds
670,Nishihara,JP,26.1842,127.7558,80.65,94,40,13.8,scattered clouds
671,Escanaba,US,45.7453,-87.0646,61.95,95,1,0.0,clear sky
672,Santo Antonio Do Ica,BR,-3.1022,-67.9397,76.42,88,8,2.19,clear sky
673,East Stroudsburg,US,40.9995,-75.1813,75.99,89,100,5.53,overcast clouds
674,Kungurtug,RU,50.5994,97.5228,60.3,59,41,4.09,scattered clouds
675,Torrington,US,41.8007,-73.1212,72.55,94,95,1.01,overcast clouds
676,Bacolod,PH,10.6667,122.95,79.93,82,95,2.01,overcast clouds
677,Kawambwa,ZM,-9.7915,29.0791,81.91,21,3,3.38,clear sky
678,Taitung,TW,22.7583,121.1444,80.87,94,40,2.3,scattered clouds
679,Isiro,CD,2.7739,27.616,84.65,48,100,0.65,overcast clouds
680,Nuevitas,CU,21.5453,-77.2644,78.24,77,4,9.19,clear sky
681,Trenggalek,ID,-8.05,111.7167,76.01,96,41,1.77,scattered clouds
682,Morristown,US,36.214,-83.2949,70.0,68,100,1.01,overcast clouds
683,Baoro,CF,5.6667,15.9667,90.32,38,100,4.7,overcast clouds
684,Collie,AU,-33.3667,116.15,48.97,64,0,6.85,clear sky
685,Hokitika,NZ,-42.7167,170.9667,53.67,92,100,4.45,overcast clouds
686,Banda Aceh,ID,5.5577,95.3222,79.81,81,95,16.28,light rain
687,Davila,PH,18.4726,120.5763,84.18,82,98,11.34,overcast clouds
688,Elban,RU,50.1018,136.5094,60.1,98,100,2.89,light rain
689,Poienile De Sub Munte,RO,47.8167,24.4333,76.14,59,6,5.03,clear sky
690,Grand-Santi,GF,4.25,-54.3833,81.48,70,45,4.18,scattered clouds
691,Derbent,RU,42.0678,48.2899,88.32,40,26,6.22,scattered clouds
692,Suluq,LY,31.6682,20.2521,103.78,13,0,22.28,clear sky
693,Manyana,BW,-23.4,21.7167,75.45,15,0,6.85,clear sky
694,Grindavik,IS,63.8424,-22.4338,55.87,62,0,26.46,clear sky
695,Bombay,IN,19.0144,72.8479,87.78,74,40,10.36,haze
696,Panacan,PH,9.2463,118.4082,82.51,75,98,2.04,overcast clouds
697,Kuah,MY,6.3265,99.8432,85.98,79,20,2.3,few clouds
698,Erdenet,MN,49.0333,104.0833,64.4,64,70,6.35,broken clouds
699,Villa Constitucion,AR,-33.2278,-60.3297,48.97,80,100,14.61,overcast clouds
700,Dehui,CN,44.5333,125.7,68.31,95,91,7.4,overcast clouds
701,Priladozhskiy,RU,59.85,31.4833,78.46,79,100,5.39,overcast clouds
702,Kayerkan,RU,69.3497,87.7602,47.19,56,58,23.44,broken clouds
703,Kalabo,ZM,-14.97,22.6814,84.85,17,10,4.27,clear sky
704,Manaure,CO,11.7751,-72.4445,82.51,72,100,10.89,overcast clouds
705,Aurangabad,IN,19.8833,75.3333,82.33,61,99,13.71,overcast clouds
706,Yatou,CN,37.15,122.3833,70.97,85,87,11.5,overcast clouds
707,Pacific Grove,US,36.6177,-121.9166,60.03,92,90,3.0,mist
708,Aranos,NA,-24.1333,19.1167,73.69,13,0,7.34,clear sky
709,Khandyga,RU,62.6667,135.6,66.2,62,21,3.67,few clouds
710,Kourou,GF,5.1552,-52.6478,82.45,81,13,7.87,few clouds
711,Copiapo,CL,-27.3667,-70.3333,47.89,63,49,1.77,scattered clouds
712,El Alto,PE,-4.2714,-81.2147,66.07,75,1,8.7,clear sky
713,Mnogovershinnyy,RU,53.9353,139.9242,48.34,73,100,2.68,overcast clouds
714,Ukiah,US,39.1502,-123.2078,71.65,81,1,4.61,clear sky
